title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,ConversionRate
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246249737,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246216969,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246184201,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246151433,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246118665,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246085897,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246053129,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246020361,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245987593,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245954825,False,false,4,2,30,0,4,0,0.0
Mouth Blown 'Candy' Wine Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245922057,False,false,4,2,30,0,4,0,0.0
Perlina Cup + Piattino,Natalia Criado,continue,True,2023-09-18T11:42:21.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44610623635721,False,false,4,2,28,0,1,0,0.0
Camber Stool,Paul Coenen,deny,False,2024-04-04T10:32:33.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '5'}}",45267962724617,False,false,6,5,107,0,2,0,0.0
The Fiasca Vase,COSEINCORSO,deny,False,2024-03-21T14:01:42.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '7'}, 'mindeliverytime': {'mindeltime': '5'}}",45206378840329,False,false,7,5,25,0,1,0,0.0
0405 Glass Set of Two | Clear | Medium,FRAMA,deny,True,2023-09-26T11:38:54.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '1'}}",44621757350153,False,false,8,1,1,0,2,0,0.0
Easy Chair 01 | Warm Brown Birch,FRAMA,deny,True,2023-09-26T11:38:18.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '1'}}",44621756629257,False,false,8,1,35,0,2,0,0.0
Swirly Vase Blue,Astrid Öhman,continue,True,2023-08-31T09:33:29.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583677165833,False,false,2,1,56,0,5,0,0.0
Ceramic Plate Organic Fusion N°1,INI Ceramique,continue,True,2023-06-07T09:08:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '2'}}",44449960427785,False,false,3,2,824,0,16,0,0.0
Fortress Stool,Wendy Andreu,deny,False,2024-04-11T10:43:50.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45322315661577,False,false,2,1,45,0,1,0,0.0
Fortress Stool,Wendy Andreu,deny,False,2024-04-11T10:43:50.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45322315596041,False,false,2,1,45,0,1,0,0.0
The Mush Table Lamps,Kilzi,deny,False,2024-03-01T12:47:51.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",45119324487945,False,false,8,4,184,0,9,0,0.0
The Mush Table Lamps,Kilzi,deny,False,2024-03-01T12:47:51.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '4'}}",45119324455177,False,false,8,4,184,0,9,0,0.0
Happy Pillow Dark Green Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:15:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583995998473,False,false,2,1,17,0,5,0,0.0
Happy Pillow Dark Green Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:15:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583995965705,False,false,2,1,17,0,5,0,0.0
Happy Pillow Dark Green Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:15:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583995932937,False,false,2,1,17,0,5,0,0.0
Happy Pillow Dark Green Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:15:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583995900169,False,false,2,1,17,0,5,0,0.0
Happy Pillow Dark Green Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:15:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583995867401,False,false,2,1,17,0,5,0,0.0
Happy Pillow Dark Green Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:15:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583995834633,False,false,2,1,17,0,5,0,0.0
The Drago Bianco Vase,COSEINCORSO,deny,False,2024-03-21T14:03:38.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '7'}, 'mindeliverytime': {'mindeltime': '5'}}",45206390669577,False,false,7,5,15,0,0,0,0.0
The Drago Nero Vase,COSEINCORSO,deny,False,2024-03-21T14:02:03.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '7'}, 'mindeliverytime': {'mindeltime': '5'}}",45206380577033,False,false,7,5,17,0,0,0,0.0
Babette Tea Spoon Sterling Silver,Corali,deny,False,2024-04-08T12:03:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45294113489161,False,false,2,1,22,0,1,0,0.0
Esoteric Wall Lamp,Mariza Galani,continue,True,2023-07-10T15:59:26.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",44504457904393,False,false,10,8,484,0,10,0,0.0
Transparent Melted Candelabros,Agustina Ros,deny,False,2024-04-03T13:27:37.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '2'}}",45263174598921,False,false,3,2,18,0,2,0,0.0
Lotuso Ecru Ceramic,Simone & Marcel,continue,True,2023-07-03T13:23:55.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164263177,False,false,4,2,23,0,5,0,0.0
Knife & Fork Bowl Brass Sculpture,Lucy Page,deny,False,2024-03-05T09:18:10.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",45135794864393,False,false,8,6,38,0,1,0,0.0
Pillar — Carafe Set,Agustina Bottoni,continue,True,2023-07-25T09:52:09.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '2'}}",44526733558025,False,false,6,2,34,0,9,0,0.0
0405 Bottle | Clear | Wide,FRAMA,deny,True,2023-09-26T11:38:51.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '1'}}",44621757284617,False,false,8,1,7,0,0,0,0.0
0405 Glass Set of Two | Clear | Small,FRAMA,deny,True,2023-09-26T11:38:46.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '1'}}",44621757186313,False,false,8,1,2,0,0,0,0.0
0405 Stem Glass Set of 2 | Clear | Small,FRAMA,deny,True,2023-09-26T11:38:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '1'}}",44621756793097,False,false,8,1,6,0,0,0,0.0
Swirly Vase Green,Astrid Öhman,continue,True,2023-08-31T09:33:27.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583676739849,False,false,2,1,50,0,3,0,0.0
Babette Compote Spoon Sterling Silver,Corali,deny,False,2024-04-08T12:03:31.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45294113718537,False,false,2,1,49,0,0,0,0.0
Cherry and Pearls,Adeline Mai,deny,False,2024-03-29T15:39:46.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45243196080393,False,false,4,2,18,0,2,0,0.0
Ostro Black Ceramic,Simone & Marcel,continue,True,2023-07-03T13:24:05.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164459785,False,false,4,2,65,0,4,0,0.0
Louisa I,Marine Breynaert,deny,False,2024-05-14T08:45:18.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45485742096649,False,false,12,6,37,0,0,0,0.0
Louisa I,Marine Breynaert,deny,False,2024-05-14T08:45:18.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45485742063881,False,false,12,6,37,0,0,0,0.0
Amaterasu Wall Lamp,Marine Breynaert,deny,False,2024-05-14T08:45:09.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45485741965577,False,false,12,6,12,0,0,0,0.0
Dolia Ceiling Light,Marine Breynaert,deny,False,2024-05-14T08:45:04.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45485741342985,False,false,12,6,12,0,0,0,0.0
Torca Wall Light,Marine Breynaert,deny,False,2024-05-14T08:44:40.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45485739704585,False,false,12,6,22,0,0,0,0.0
Torca Wall Light,Marine Breynaert,deny,False,2024-05-14T08:44:40.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '12'}, 'mindeliverytime': {'mindeltime': '6'}}",45485739671817,False,false,12,6,22,0,0,0,0.0
Mouth Blown Green 'Candy' Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246544649,False,false,4,2,15,0,1,0,0.0
Mouth Blown Green 'Candy' Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246511881,False,false,4,2,15,0,1,0,0.0
Mouth Blown Green 'Candy' Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300246479113,False,false,4,2,15,0,1,0,0.0
Mouth Blown 'Candy' Mix Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:22.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245758217,False,false,4,2,25,0,1,0,0.0
Mouth Blown 'Candy' Mix Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:22.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245725449,False,false,4,2,25,0,1,0,0.0
La Ligne Horizontal Cushion,Elle La,deny,True,2023-06-29T08:30:20.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",44486353486089,False,false,3,1,20,0,3,0,0.0
Swirly Vase Red,Astrid Öhman,continue,True,2023-08-31T09:33:31.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583677264137,False,false,2,1,41,0,2,0,0.0
Swirly Vase Blue and Peach,Astrid Öhman,continue,True,2023-08-31T09:33:16.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583676641545,False,false,2,1,26,0,2,0,0.0
Volatil Candle Holder,Agustina Ros,deny,False,2024-04-03T13:27:48.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '2'}}",45263174729993,False,false,3,2,30,0,0,0,0.0
Arbo Sculptural Vessel,Lucia Mondadori,deny,False,2024-04-23T10:51:04.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",45383110000905,False,false,10,6,16,0,1,0,0.0
Arko White Marble Lamp,Simone & Marcel,continue,True,2023-07-03T13:24:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165246217,False,false,4,2,16,0,3,0,0.0
Arko White Marble Lamp,Simone & Marcel,continue,True,2023-07-03T13:24:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165213449,False,false,4,2,16,0,3,0,0.0
Ostro Ecru Ceramic,Simone & Marcel,continue,True,2023-07-03T13:24:01.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44494164394249,False,false,6,4,115,0,3,0,0.0
Peono Green Marble,Simone & Marcel,continue,True,2023-07-03T13:24:08.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44494164754697,False,false,4,3,124,0,1,0,0.0
Peono Green Marble,Simone & Marcel,continue,True,2023-07-03T13:24:08.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44494164721929,False,false,4,3,124,0,1,0,0.0
Peono Green Marble,Simone & Marcel,continue,True,2023-07-03T13:24:08.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",44494164689161,False,false,4,3,124,0,1,0,0.0
Happy Pillow Orange Velvet With Orange Fringes,Lo Decor,deny,True,2023-08-31T12:14:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583993966857,False,false,2,1,3,0,2,0,0.0
Happy Pillow Orange Velvet With Orange Fringes,Lo Decor,deny,True,2023-08-31T12:14:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583993934089,False,false,2,1,3,0,2,0,0.0
Happy Pillow Orange Velvet With Orange Fringes,Lo Decor,deny,True,2023-08-31T12:14:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583993901321,False,false,2,1,3,0,2,0,0.0
Happy Pillow Orange Velvet With Orange Fringes,Lo Decor,deny,True,2023-08-31T12:14:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583993868553,False,false,2,1,3,0,2,0,0.0
Happy Pillow Orange Velvet With Orange Fringes,Lo Decor,deny,True,2023-08-31T12:14:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583993835785,False,false,2,1,3,0,2,0,0.0
Happy Pillow Orange Velvet With Orange Fringes,Lo Decor,deny,True,2023-08-31T12:14:11.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583993803017,False,false,2,1,3,0,2,0,0.0
Wet Bowl - Medium Lime,Ursula Futura,deny,True,2023-09-08T13:26:33.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44597563195657,False,false,2,1,13,0,0,0,0.0
Blue 'Candy' Mouth Blown Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245397769,False,false,4,2,6,0,0,0,0.0
Blue 'Candy' Mouth Blown Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245365001,False,false,4,2,6,0,0,0,0.0
Blue 'Candy' Mouth Blown Shot Glasses,Vivian Alarcón,deny,False,2024-04-09T08:18:15.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45300245332233,False,false,4,2,6,0,0,0,0.0
High Spirits — Lowball Glass,Agustina Bottoni,deny,True,2023-07-25T10:20:10.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",44526762852617,False,false,5,2,91,0,5,0,0.0
Pillar — Tumbler Glass,Agustina Bottoni,deny,True,2023-07-25T09:47:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44526727463177,False,false,2,1,56,0,1,0,0.0
Ueno Bench,malva,deny,False,2024-02-23T14:19:42.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",45089761493257,False,false,10,8,330,0,9,0,0.0
Peona Tobacco Alabaster,Simone & Marcel,continue,True,2023-07-03T13:24:19.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164984073,False,false,4,2,21,0,2,0,0.0
Peona Tobacco Alabaster,Simone & Marcel,continue,True,2023-07-03T13:24:19.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164951305,False,false,4,2,21,0,2,0,0.0
Happy Pillow Dark Blue Velvet With Green Fringes,Lo Decor,deny,True,2023-08-31T12:16:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998226697,False,false,2,1,9,0,1,0,0.0
Happy Pillow Dark Blue Velvet With Green Fringes,Lo Decor,deny,True,2023-08-31T12:16:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998193929,False,false,2,1,9,0,1,0,0.0
Happy Pillow Dark Blue Velvet With Green Fringes,Lo Decor,deny,True,2023-08-31T12:16:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998161161,False,false,2,1,9,0,1,0,0.0
Happy Pillow Dark Blue Velvet With Green Fringes,Lo Decor,deny,True,2023-08-31T12:16:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998128393,False,false,2,1,9,0,1,0,0.0
Happy Pillow Dark Blue Velvet With Green Fringes,Lo Decor,deny,True,2023-08-31T12:16:25.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583998095625,False,false,2,1,9,0,1,0,0.0
Happy Pillow Blue Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:12:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583992787209,False,false,2,1,8,0,1,0,0.0
Happy Pillow Blue Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:12:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583992754441,False,false,2,1,8,0,1,0,0.0
Happy Pillow Blue Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:12:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583992721673,False,false,2,1,8,0,1,0,0.0
Happy Pillow Blue Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:12:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583992688905,False,false,2,1,8,0,1,0,0.0
Happy Pillow Blue Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:12:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583992656137,False,false,2,1,8,0,1,0,0.0
Happy Pillow Blue Velvet With Light Green Fringes,Lo Decor,deny,True,2023-08-31T12:12:56.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583992623369,False,false,2,1,8,0,1,0,0.0
Foot Chair,Project 213A,continue,True,2023-07-24T08:59:50.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44524982272265,False,false,6,4,8,0,0,0,0.0
Networking - Decorative Dish,Mathieu Frossard,deny,True,2023-08-31T10:05:30.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583720648969,False,false,2,1,19,0,1,0,0.0
Candleholder La Chose 1,Claire Pain,deny,True,2023-08-31T08:49:58.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44583592395017,False,false,2,1,32,0,0,0,0.0
Josef Walnut Wood,Simone & Marcel,continue,True,2023-07-03T13:24:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165508361,False,false,4,2,47,0,1,0,0.0
Josef Walnut Wood,Simone & Marcel,continue,True,2023-07-03T13:24:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165475593,False,false,4,2,47,0,1,0,0.0
Josef Walnut Wood,Simone & Marcel,continue,True,2023-07-03T13:24:28.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494165442825,False,false,4,2,47,0,1,0,0.0
Pipito Green Marble,Simone & Marcel,continue,True,2023-07-03T13:24:08.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44494164656393,False,false,4,2,23,0,1,0,0.0
