title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,ConversionRate
Arc Stool,Juntos Projects,deny,True,2024-08-23T12:36:35.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48316065743113,False,false,2,1,148,0,1,0,0.0
Arc Stool,Juntos Projects,deny,True,2024-08-23T12:36:35.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48316065710345,False,false,2,1,148,0,1,0,0.0
English Art Deco Pewter Tea Set,Maud Vaughan,deny,True,2024-08-14T09:32:41.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",48279171399945,False,false,3,1,24,0,0,0,0.0
Therapeutic Wall Light 3,Mariza Galani,continue,True,2024-08-01T08:56:48.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48227654828297,False,false,10,8,6,0,0,0,0.0
Therapeutic Wall Light 2,Mariza Galani,deny,True,2024-08-01T08:56:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48227654467849,False,false,10,8,5,0,0,0,0.0
Therapeutic Wall Light 1,Mariza Galani,continue,True,2024-08-01T08:56:39.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '8'}}",48227654435081,False,false,10,8,18,0,0,0,0.0
"Vide-poches ""Cloverleaf"" 80's",Treaptyque,deny,True,2024-06-19T10:45:27.000Z,{'custom': {'soldout': 'false'}},48026548175113,False,false,-1,-1,0,0,0,0,0.0
Mega Mug - Large,Céju,continue,True,2024-05-15T09:18:07.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",45490870681865,False,false,6,4,175,0,21,0,0.0
Art Deco Cups,Out For Lunch,deny,True,2024-06-18T08:29:05.000Z,{'custom': {'soldout': 'false'}},48020949893385,False,false,-1,-1,50,0,2,0,0.0
Glass Decanter,Out For Lunch,deny,True,2024-06-18T08:28:40.000Z,{'custom': {'soldout': 'false'}},48020946845961,False,false,-1,-1,44,0,2,0,0.0
Bishop - Chess Piece Numbered 9/15 - 2010,CU-RA-TED,deny,True,2024-07-25T10:04:31.000Z,{'custom': {'soldout': 'false'}},48197624758537,False,false,-1,-1,7,0,0,0,0.0
Puerto Escondido by Bastien Lattanzio,Maison Plage,deny,True,2024-05-27T09:51:17.000Z,{'custom': {'soldout': 'false'}},45536817348873,False,false,-1,-1,31,0,1,0,0.0
Vondel Side Table in Travertine,Lemon,continue,True,2023-10-06T12:59:26.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '6'}}",44637471473929,False,false,8,6,74,1,3,1953.7,0.013513513513513514
Rambo Drawers Console Burl Wood,Meola Interiors,deny,True,2024-06-26T15:11:18.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",48061191422217,False,false,5,2,82,0,2,0,0.0
Charles Grand Chest of Drawers Burl Wood,Meola Interiors,deny,True,2024-06-26T15:11:06.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",48061190504713,False,false,5,2,15,0,2,0,0.0
Calisto Double Bookcase Burl Wood,Meola Interiors,deny,True,2024-06-26T15:11:00.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '2'}}",48061190177033,False,false,5,2,51,0,2,0,0.0
Nini Lamp,LESAIN,continue,True,2024-08-26T12:57:09.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48326549405961,False,false,2,1,16,0,0,0,0.0
Brushed Steel Wine Rack by François Monnet 70's,Treaptyque,deny,True,2024-06-03T12:40:31.000Z,{'custom': {'soldout': 'false'}},45600146718985,False,false,-1,-1,59,0,3,0,0.0
Vintage Onyx Table Lamp,Maud Vaughan,deny,True,2024-08-01T13:15:36.000Z,"{'custom': {'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",48229077614857,False,false,3,1,33,0,2,0,0.0
Mid-Century Travertine Stone and Metal Lamp,Spigel,deny,True,2024-07-10T08:19:56.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'false'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48133393056009,False,false,2,1,36,0,0,0,0.0
